code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
nhw,Western Huasteca Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Western_Huasteca_Nahuatl_language,Q2678840,azc-hua,Huasteca Nahuatl,azc-nah,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nhx,Mecayapan Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Mecayapan_Nahuatl_language,Q12953756,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nia,Nias,wiktionary,https://en.wiktionary.org/wiki/Category:Nias_language,Q2407831,poz-nws,Northwest Sumatran,poz,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
nic-bco-pro,Proto-Benue-Congo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Benue-Congo_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro""]",[],,[],missing,,,{}
nic-eov-pro,Proto-Eastern Oti-Volta,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Eastern_Oti-Volta_language,,,,,"[""nic-pro"",""nic-gur-pro"",""nic-ovo-pro""]",[],,[],missing,,,{}
nic-grf-pro,Proto-Grassfields,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Grassfields_language,,,,,"[""nic-pro""]",[],,[],missing,,,{}
nic-gur-pro,Proto-Gur,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Gur_language,,,,,"[""nic-pro""]",[],,[],missing,,,{}
nic-ovo-pro,Proto-Oti-Volta,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Oti-Volta_language,,,,,"[""nic-pro"",""nic-gur-pro""]",[],,[],missing,,,{}
nic-plt-pro,Proto-Plateau,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Plateau_language,,,,,"[""nic-pro""]",[],,[],missing,,,{}
nic-pro,Proto-Niger-Congo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Niger-Congo_language,,,,,[],[],,[],missing,,,{}
nic-ubg-pro,Proto-Ubangian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Ubangian_language,,,,,"[""nic-pro"",""alv-pro"",""nic-vco-pro""]",[],,[],missing,,,{}
nic-vco-pro,Proto-Volta-Congo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Volta-Congo_language,,,,,"[""nic-pro"",""alv-pro""]",[],,[],missing,,,{}
nit,Southeastern Kolami,wiktionary,https://en.wiktionary.org/wiki/Category:Southeastern_Kolami_language,Q56767,dra-knk,Kolami-Naiki,dra-cen,"[""dra-pro"",""dra-cen-pro""]","[""Deva"",""Telu""]",,[],missing,,,{}
niu,Niuean,wiktionary,https://en.wiktionary.org/wiki/Category:Niuean_language,Q33790,poz-ton,Tongic,poz-pol,"[""map-pro"",""poz-pro"",""poz-pol-pro""]","[""Latn""]",,[],missing,,,{}
niy,Ngiti,wiktionary,https://en.wiktionary.org/wiki/Category:Ngiti_language,Q7022396,csu-lnd,Lendu,csu-ecs,"[""ssa-pro"",""csu-pro""]",[],,[],missing,,,{}
njt,Ndyuka-Trio Pidgin,wiktionary,https://en.wiktionary.org/wiki/Category:Ndyuka-Trio_Pidgin_language,Q13591205,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en"",""djk"",""sai-tar-pro"",""tri""]",[],,[],missing,,,{}
nko,Nkonya,wiktionary,https://en.wiktionary.org/wiki/Category:Nkonya_language,Q35867,alv-gng,Guang,alv-ptn,"[""nic-pro"",""alv-pro"",""alv-gng-pro""]","[""Latn""]",,[],missing,,,{}
nl,Dutch,wiktionary,https://en.wiktionary.org/wiki/Category:Dutch_language,Q7411,gmw-frk,Low Franconian,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk"",""odt"",""dum""]","[""Latn"",""Brai""]",,[],missing,,,{}
nlc,Nalca,wiktionary,https://en.wiktionary.org/wiki/Category:Nalca_language,Q6960839,ngf-mek,Mek,ngf,"[""ngf-pro""]","[""Latn""]",,[],missing,,,{}
nmb,Big Nambas,wiktionary,https://en.wiktionary.org/wiki/Category:Big_Nambas_language,Q2902304,poz-vnc,Central Vanuatu,poz-ocs,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]",,[],missing,,,{}
nmz,Nawdm,wiktionary,https://en.wiktionary.org/wiki/Category:Nawdm_language,Q36085,nic-yon,Yom-Nawdm,nic-ovo,"[""nic-pro"",""nic-gur-pro"",""nic-ovo-pro""]","[""Latn""]",,[],missing,,,{}
nn,Norwegian Nynorsk,wiktionary,https://en.wiktionary.org/wiki/Category:Norwegian_Nynorsk_language,Q25164,gmq-wes,West Scandinavian,gmq,"[""ine-pro"",""gem-pro"",""gmq-pro"",""gmq-mno""]","[""Latn""]",,[],missing,,,{}
no,Norwegian,wiktionary,https://en.wiktionary.org/wiki/Category:Norwegian_language,Q9043,gmq-wes,West Scandinavian,gmq,"[""ine-pro"",""gem-pro"",""gmq-pro"",""gmq-mno""]","[""Latn""]",,[],missing,,,{}
nod,Northern Thai,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Thai_language,Q565110,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Lana"",""Thai""]",,[],missing,,,{}
nog,Nogai,wiktionary,https://en.wiktionary.org/wiki/Category:Nogai_language,Q33871,trk-kno,Kipchak-Nogai,trk-kip,"[""trk-pro"",""trk-cmn-pro"",""qwm""]","[""Cyrl"",""Arab"",""Latn""]",,[],missing,,,{}
non,Old Norse,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Norse_language,Q35505,gmq,North Germanic,gem,"[""ine-pro"",""gem-pro"",""gmq-pro""]","[""Latn"",""Runr""]",,[],missing,,,{}
non-oen,Old East Norse,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_East_Norse_by_language,Q10498031,,,,"[""ine-pro"",""gem-pro"",""gmq-pro"",""non""]",[],,[],missing,,,{}
non-own,Old West Norse,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_West_Norse_by_language,Q2377483,,,,"[""ine-pro"",""gem-pro"",""gmq-pro"",""non""]",[],,[],missing,,,{}
nr,Southern Ndebele,wiktionary,https://en.wiktionary.org/wiki/Category:Southern_Ndebele_language,Q36785,bnt-ngu,Nguni,bnt-bso,"[""bnt-pro"",""bnt-ngu-pro""]","[""Latn""]",,[],missing,,,{}
nrc,Noric,wiktionary,https://en.wiktionary.org/wiki/Category:Noric_language,Q37023,cel,Celtic,ine,"[""ine-pro"",""cel-pro""]","[""Ital""]",,[],missing,,,{}
nrf,Norman,wiktionary,https://en.wiktionary.org/wiki/Category:Norman_language,Q33850,roa-oil,Oïl,roa-grh,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""fro"",""fro-nor""]","[""Latn""]",,[],missing,,,{}
nrm,Narom,wiktionary,https://en.wiktionary.org/wiki/Category:Narom_language,Q3336135,poz-swa,North Sarawakan,poz-bnn,"[""map-pro"",""poz-pro"",""poz-swa-pro""]","[""Latn""]",,[],missing,,,{}
nrn,Norn,wiktionary,https://en.wiktionary.org/wiki/Category:Norn_language,Q36708,gmq-ins,Insular Scandinavian,gmq-wes,"[""ine-pro"",""gem-pro"",""gmq-pro"",""non"",""non-own""]","[""Latn""]",,[],missing,,,{}
nso,Northern Sotho,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Sotho_language,Q33890,bnt-sts,Sotho-Tswana,bnt-bso,"[""bnt-pro"",""bnt-sts-pro""]","[""Latn""]",,[],missing,,,{}
ntp,Northern Tepehuan,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Tepehuan_language,Q15615651,azc-pim,Piman,azc,"[""azc-pro""]","[""Latn""]",,[],missing,,,{}
nub-pro,Proto-Nubian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nubian_language,,,,,[],[],,[],missing,,,{}
nuk,Nootka,wiktionary,https://en.wiktionary.org/wiki/Category:Nootka_language,Q2992876,wak,Wakashan,,[],"[""Latn""]",,[],missing,,,{}
nup,Nupe,wiktionary,https://en.wiktionary.org/wiki/Category:Nupe_language,Q36720,alv-ngb,Nupe-Gbagyi,alv-nup,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-nup-pro""]","[""Latn""]",,[],missing,,,{}
nv,Navajo,wiktionary,https://en.wiktionary.org/wiki/Category:Navajo_language,Q13310,apa,Apachean,ath,"[""xnd-pro"",""ath-pro"",""apa-pro""]","[""Latn"",""Brai""]",,[],missing,,,{}
nwc,Classical Newar,wiktionary,https://en.wiktionary.org/wiki/Category:Classical_Newar_language,Q5128301,sit-new,Newaric,sit,"[""sit-pro""]","[""Brah"",""Deva"",""Newa"",""Ranj""]",,[],missing,,,{}
nwx,Middle Newar,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Newar_language,Q65455877,sit-new,Newaric,sit,"[""sit-pro"",""nwc""]","[""Deva"",""Newa"",""Ranj""]",,[],missing,,,{}
ny,Chichewa,wiktionary,https://en.wiktionary.org/wiki/Category:Chichewa_language,Q33273,bnt-nys,Nyasa,bnt,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
nzd,Nzadi,wiktionary,https://en.wiktionary.org/wiki/Category:Nzadi_language,Q17152586,bnt-bdz,Boma-Dzing,bnt,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
oav,Old Avar,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Avar_language,Q65455879,cau-ava,Avaro-Andian,cau-nec,"[""cau-nec-pro"",""cau-ava-pro""]","[""Geor""]",,[],missing,,,{}
obr,Old Burmese,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Burmese_language,Q17006600,tbq-brm,Burmish,tbq-lob,"[""sit-pro"",""tbq-pro"",""tbq-lob-pro"",""tbq-brm-pro""]","[""Mymr"",""Latn""]",,[],missing,,,{}
obt,Old Breton,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Breton_language,Q3558112,cel-brs,Southwestern Brythonic,cel-bry,"[""ine-pro"",""cel-pro"",""cel-bry-pro""]","[""Latn""]",,[],missing,,,{}
oc,Occitan,wiktionary,https://en.wiktionary.org/wiki/Category:Occitan_language,Q14185,roa-ocr,Occitano-Romance,roa-gar,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""pro""]","[""Latn"",""Hebr""]",,[],missing,,,{}
oc-gas,Gascon,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Gascon_by_language,Q35735,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]",[],,[],missing,,,{}
oc-pro,Provençal,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Proven%C3%A7al_by_language,Q241243,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]",[],,[],missing,,,{}
oc-pro-old,Old Provençal,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_Proven%C3%A7al_by_language,Q2779185,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]",[],,[],missing,,,{}
och,Old Chinese,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Chinese_language,Q35137,zhx,Sinitic,sit-sba,"[""sit-pro""]","[""Hant""]",,[],missing,,,{}
oco,Old Cornish,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Cornish_language,Q48304520,cel-brs,Southwestern Brythonic,cel-bry,"[""ine-pro"",""cel-pro"",""cel-bry-pro""]","[""Latn""]",,[],missing,,,{}
odt,Old Dutch,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Dutch_language,Q443089,gmw-frk,Low Franconian,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk""]","[""Latn"",""Runr""]",,[],missing,,,{}
ofs,Old Frisian,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Frisian_language,Q35133,gmw-fri,Frisian,gmw-afr,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro""]","[""Latn""]",,[],missing,,,{}
oge,Old Georgian,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Georgian_language,Q34834,ccs-gzn,Georgian-Zan,ccs,"[""ccs-pro"",""ccs-gzn-pro""]","[""Geor"",""Geok""]",,[],missing,,,{}
ohu,Old Hungarian,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Hungarian_language,Q65455880,urj-ugr,Ugric,urj,"[""urj-pro"",""urj-ugr-pro""]","[""Latn"",""Hung""]",,[],missing,,,{}
oj,Ojibwe,wiktionary,https://en.wiktionary.org/wiki/Category:Ojibwe_language,Q33875,alg,Algonquian,aql,"[""aql-pro"",""alg-pro""]","[""Cans"",""Latn""]",,[],missing,,,{}
ojp,Old Japanese,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Japanese_language,Q5736700,jpx,Japonic,,"[""jpx-pro""]","[""Jpan""]",,[],missing,,,{}
ojw,Western Ojibwa,wiktionary,https://en.wiktionary.org/wiki/Category:Western_Ojibwa_language,Q3474222,alg,Algonquian,aql,"[""aql-pro"",""alg-pro"",""oj""]","[""Latn""]",,[],missing,,,{}
okm,Middle Korean,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Korean_language,Q715339,qfa-kor,Koreanic,,"[""qfa-kor-pro"",""oko""]","[""Kore"",""Latn""]",,[],missing,,,{}
oko,Old Korean,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Korean_language,Q715364,qfa-kor,Koreanic,,"[""qfa-kor-pro""]","[""Kore""]",,[],missing,,,{}
okz,Old Khmer,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Khmer_language,Q9205,mkh-kmr,Khmeric,mkh,"[""aav-pro"",""mkh-pro"",""mkh-kmr-pro""]","[""Latn"",""Khmr""]",,[],missing,,,{}
okz-ang,Angkorian Old Khmer,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Angkorian_Old_Khmer_by_language,,,,,"[""aav-pro"",""mkh-pro"",""mkh-kmr-pro""]",[],,[],missing,,,{}
okz-pre,Pre-Angkorian Old Khmer,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Pre-Angkorian_Old_Khmer_by_language,,,,,"[""aav-pro"",""mkh-pro"",""mkh-kmr-pro""]",[],,[],missing,,,{}
olo,Livvi,wiktionary,https://en.wiktionary.org/wiki/Category:Livvi_language,Q36584,urj-fin,Finnic,urj,"[""urj-pro"",""urj-fin-pro""]","[""Latn""]",,[],missing,,,{}
olt,Old Lithuanian,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Lithuanian_language,Q17417801,bat-eas,East Baltic,bat,"[""ine-pro"",""ine-bsl-pro"",""bat-pro""]","[""Latn""]",,[],missing,,,{}
om,Oromo,wiktionary,https://en.wiktionary.org/wiki/Category:Oromo_language,Q33864,cus-eas,East Cushitic,cus,"[""afa-pro"",""cus-pro""]","[""Latn"",""Ethi""]",,[],missing,,,{}
omc,Mochica,wiktionary,https://en.wiktionary.org/wiki/Category:Mochica_language,Q1951641,qfa-iso,isolate,qfa-not,[],"[""Latn""]",,[],missing,,,{}
omk,Omok,wiktionary,https://en.wiktionary.org/wiki/Category:Omok_language,Q4334657,qfa-yuk,Yukaghir,,"[""qfa-yuk-pro""]","[""Cyrl""]",,[],missing,,,{}
omp,Old Manipuri,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Manipuri_language,Q105953310,sit,Sino-Tibetan,,"[""sit-pro""]","[""Mtei""]",,[],missing,,,{}
omq-cha-pro,Proto-Chatino,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chatino_language,,,,,"[""omq-pro"",""omq-zap-pro""]",[],,[],missing,,,{}
omq-mix-pro,Proto-Mixtecan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mixtecan_language,,,,,"[""omq-pro""]",[],,[],missing,,,{}
omq-mxt-pro,Proto-Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mixtec_language,,,,,"[""omq-pro"",""omq-mix-pro""]",[],,[],missing,,,{}
omq-otp-pro,Proto-Oto-Pamean,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Oto-Pamean_language,,,,,"[""omq-pro""]",[],,[],missing,,,{}
omq-pro,Proto-Oto-Manguean,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Oto-Manguean_language,,,,,[],[],,[],missing,,,{}
omq-teo,Teojomulco Chatino,wiktionary,https://en.wiktionary.org/wiki/Category:Teojomulco_Chatino_language,,,,,"[""omq-pro""]",[],,[],missing,,,{}
omq-tri-pro,Proto-Triqui,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Triqui_language,,,,,"[""omq-pro"",""omq-mix-pro""]",[],,[],missing,,,{}
omq-zap-pro,Proto-Zapotecan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Zapotecan_language,,,,,"[""omq-pro""]",[],,[],missing,,,{}
omq-zpc-pro,Proto-Zapotec,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Zapotec_language,,,,,"[""omq-pro"",""omq-zap-pro""]",[],,[],missing,,,{}
omr,Old Marathi,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Marathi_language,Q65455881,inc-sou,Southern Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ama""]","[""Deva"",""Modi""]",,[],missing,,,{}
omv-pro,Proto-Omotic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Omotic_language,,,,,"[""afa-pro""]",[],,[],missing,,,{}
omx,Old Mon,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Mon_language,Q111364697,mkh-mnc,Monic,mkh,"[""aav-pro"",""mkh-pro"",""mkh-mnc-pro""]","[""Mymr"",""Latn""]",,[],missing,,,{}
one,Oneida,wiktionary,https://en.wiktionary.org/wiki/Category:Oneida_language,Q857858,iro-nor,North Iroquoian,iro,"[""iro-pro"",""iro-nor-pro""]","[""Latn""]",,[],missing,,,{}
ood,O'odham,wiktionary,https://en.wiktionary.org/wiki/Category:O%27odham_language,Q2393095,azc-pim,Piman,azc,"[""azc-pro""]","[""Latn""]",,[],missing,,,{}
oos,Old Ossetic,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_Ossetic_by_language,Q65455882,,,,"[""xsc-pro"",""xsc-sar-pro""]",[],,[],missing,,,{}
or,Odia,wiktionary,https://en.wiktionary.org/wiki/Category:Odia_language,Q33810,inc-eas,Eastern Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-mor""]","[""Orya""]",,[],missing,,,{}
oru,Ormuri,wiktionary,https://en.wiktionary.org/wiki/Category:Ormuri_language,Q33740,ira-orp,Ormuri-Parachi,ira-sei,"[""ine-pro"",""iir-pro"",""ira-pro""]","[""fa-Arab""]",,[],missing,,,{}
orv,Old East Slavic,wiktionary,https://en.wiktionary.org/wiki/Category:Old_East_Slavic_language,Q35228,zle,East Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro""]","[""Cyrs""]",,[],missing,,,{}
os,Ossetian,wiktionary,https://en.wiktionary.org/wiki/Category:Ossetian_language,Q33968,xsc-sar,Sarmatian,xsc,"[""xsc-pro"",""xsc-sar-pro"",""oos""]","[""Cyrl"",""Geor"",""Latn""]",,[],missing,,,{}
osc,Oscan,wiktionary,https://en.wiktionary.org/wiki/Category:Oscan_language,Q36653,itc-sbl,Osco-Umbrian,itc,"[""ine-pro"",""itc-pro""]","[""Ital"",""Latn"",""Polyt""]",,[],missing,,,{}
osi,Osing,wiktionary,https://en.wiktionary.org/wiki/Category:Osing_language,Q2701322,poz,Malayo-Polynesian,map,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
osn,Old Sundanese,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Sundanese_language,Q56197074,poz-msa,Malayo-Sumbawan,poz,"[""map-pro"",""poz-pro"",""poz-msa-pro""]","[""Latn"",""Sund"",""Kawi""]",,[],missing,,,{}
osp,Old Spanish,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Spanish_language,Q1088025,roa-cas,Castilian,roa-ibe,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]","[""Latn""]",,[],missing,,,{}
osx,Old Saxon,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Saxon_language,Q35219,gmw-lgm,Low German,gmw-nsg,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro""]","[""Latn""]",,[],missing,,,{}
ota,Ottoman Turkish,wiktionary,https://en.wiktionary.org/wiki/Category:Ottoman_Turkish_language,Q36730,trk-ogz,Oghuz,trk-cmn,"[""trk-pro"",""trk-oat""]","[""ota-Arab"",""Armn""]",,[],missing,,,{}
otb,Old Tibetan,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Tibetan_language,Q7085214,sit-tib,Tibetic,sit-bdi,"[""sit-pro"",""sit-bdi-pro""]","[""Tibt""]",,[],missing,,,{}
ote,Mezquital Otomi,wiktionary,https://en.wiktionary.org/wiki/Category:Mezquital_Otomi_language,Q23755711,oto-otm,Otomi,oto,"[""omq-pro"",""omq-otp-pro"",""oto-pro"",""oto-otm-pro""]","[""Latn""]",,[],missing,,,{}
otk,Old Turkic,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Turkic_language,Q34988,trk-sib,Siberian Turkic,trk-cmn,"[""trk-pro"",""trk-cmn-pro""]","[""Orkh"",""Sogd""]",,[],missing,,,{}
oto-otm-pro,Proto-Otomi,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Otomi_language,,,,,"[""omq-pro"",""omq-otp-pro"",""oto-pro""]",[],,[],missing,,,{}
oto-pro,Proto-Otomian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Otomian_language,,,,,"[""omq-pro"",""omq-otp-pro""]",[],,[],missing,,,{}
ots,Estado de México Otomi,wiktionary,https://en.wiktionary.org/wiki/Category:Estado_de_M%C3%A9xico_Otomi_language,Q7413841,oto-otm,Otomi,oto,"[""omq-pro"",""omq-otp-pro"",""oto-pro"",""oto-otm-pro""]","[""Latn""]",,[],missing,,,{}
oty,Old Tamil,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Tamil_language,Q20987452,dra-tam,Tamiloid,dra-tml,"[""dra-pro"",""dra-sdo-pro""]","[""Brah""]",,[],missing,,,{}
oui,Old Uyghur,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Uyghur_language,Q428299,trk-ssb,South Siberian Turkic,trk-sib,"[""trk-pro"",""trk-cmn-pro"",""otk""]","[""Ougr"",""Latn"",""Hani"",""Phag"",""Brah"",""Mani"",""Syrc"",""Orkh"",""Sogd"",""Arab"",""mnc-Mong"",""Sogo"",""Tibt""]",,[],missing,,,{}
ovd,Elfdalian,wiktionary,https://en.wiktionary.org/wiki/Category:Elfdalian_language,Q254950,gmq-eas,East Scandinavian,gmq,"[""ine-pro"",""gem-pro"",""gmq-pro"",""gmq-osw""]",[],,[],missing,,,{}
owl,Old Welsh,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Welsh_language,Q2266723,cel-brw,Western Brythonic,cel-bry,"[""ine-pro"",""cel-pro"",""cel-bry-pro""]","[""Latn""]",,[],missing,,,{}
pa,Punjabi,wiktionary,https://en.wiktionary.org/wiki/Category:Punjabi_language,Q58635,inc-pan,Punjabic,inc-nwe,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-opa""]","[""Guru"",""pa-Arab""]",,[],missing,,,{}
paa-nha-pro,Proto-North Halmahera,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-North_Halmahera_language,,,,,[],[],,[],missing,,,{}
pag,Pangasinan,wiktionary,https://en.wiktionary.org/wiki/Category:Pangasinan_language,Q33879,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Tglg""]",,[],missing,,,{}
pal,Middle Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Persian_language,Q32063,ira-swi,Southwestern Iranian,ira-wes,"[""ine-pro"",""iir-pro"",""ira-pro"",""peo""]","[""Latn"",""Phli"",""pal-Avst"",""Mani"",""Phlp"",""Phlv""]",,[],missing,,,{}
pal-ear,Early Middle Persian,wiktionary,,,,,,"[""ine-pro"",""iir-pro"",""ira-pro""]",[],,[],missing,,,{}
pal-lat,Late Middle Persian,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Late_Middle_Persian_by_language,,,,,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear""]",[],,[],missing,,,{}
pam,Kapampangan,wiktionary,https://en.wiktionary.org/wiki/Category:Kapampangan_language,Q36121,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Kulit""]",,[],missing,,,{}
pap,Papiamentu,wiktionary,https://en.wiktionary.org/wiki/Category:Papiamentu_language,Q33856,crp,creole or pidgin,qfa-cnt,"[""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",,[],missing,,,{}
pau,Palauan,wiktionary,https://en.wiktionary.org/wiki/Category:Palauan_language,Q33776,poz,Malayo-Polynesian,map,"[""map-pro"",""poz-pro""]","[""Latn"",""Kana""]",,[],missing,,,{}
pbg,Paraujano,wiktionary,https://en.wiktionary.org/wiki/Category:Paraujano_language,Q3501747,awd-taa,Ta-Arawak,awd,"[""awd-pro"",""awd-taa-pro""]","[""Latn""]",,[],missing,,,{}
pcc,Bouyei,wiktionary,https://en.wiktionary.org/wiki/Category:Bouyei_language,Q35100,tai-nor,Northern Tai,tai,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro""]","[""Latn"",""Hani""]",,[],missing,,,{}
pcd,Picard,wiktionary,https://en.wiktionary.org/wiki/Category:Picard_language,Q34024,roa-oil,Oïl,roa-grh,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""fro""]","[""Latn""]",,[],missing,,,{}
pci,Duruwa,wiktionary,https://en.wiktionary.org/wiki/Category:Duruwa_language,Q56753,dra-pgd,Parji-Gadaba,dra-cen,"[""dra-pro"",""dra-cen-pro""]","[""Deva"",""Orya""]",,[],missing,,,{}
pcm,Nigerian Pidgin,wiktionary,https://en.wiktionary.org/wiki/Category:Nigerian_Pidgin_language,Q33655,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
pdc,Pennsylvania German,wiktionary,https://en.wiktionary.org/wiki/Category:Pennsylvania_German_language,Q22711,gmw-hgm,High German,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-rfr""]","[""Latn""]",,[],missing,,,{}
