code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
mbf,Baba Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Baba_Malay_language,Q18642798,crp,creole or pidgin,qfa-cnt,"[""ms-old"",""ms-cla"",""ms""]","[""Latn""]",,[],missing,,,{}
mch,Ye'kwana,wiktionary,https://en.wiktionary.org/wiki/Category:Ye%27kwana_language,Q3082027,sai-car,Cariban,,"[""sai-car-pro""]","[""Latn""]",,[],missing,,,{}
mcm,Kristang,wiktionary,https://en.wiktionary.org/wiki/Category:Kristang_language,Q2669169,crp,creole or pidgin,qfa-cnt,"[""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",,[],missing,,,{}
mcq,Ese,wiktionary,https://en.wiktionary.org/wiki/Category:Ese_language,Q5397551,ngf-koi,Koiarian,ngf,"[""ngf-pro""]","[""Latn""]",,[],missing,,,{}
mdf,Moksha,wiktionary,https://en.wiktionary.org/wiki/Category:Moksha_language,Q13343,urj-mdv,Mordvinic,urj,"[""urj-pro"",""urj-mdv-pro""]","[""Cyrl""]",,[],missing,,,{}
mdh,Maguindanao,wiktionary,https://en.wiktionary.org/wiki/Category:Maguindanao_language,Q33717,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
mdr,Mandar,wiktionary,https://en.wiktionary.org/wiki/Category:Mandar_language,Q35995,poz-ssw,South Sulawesi,poz,"[""map-pro"",""poz-pro"",""poz-ssw-pro""]","[""Bugi"",""Latn""]",,[],missing,,,{}
mel,Central Melanau,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Melanau_language,Q18638319,poz-swa,North Sarawakan,poz-bnn,"[""map-pro"",""poz-pro"",""poz-swa-pro""]","[""Latn""]",,[],missing,,,{}
mer,Meru,wiktionary,https://en.wiktionary.org/wiki/Category:Meru_language,Q13313,bnt-kka,Kikuyu-Kamba,bnt-bne,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
meu,Motu,wiktionary,https://en.wiktionary.org/wiki/Category:Motu_language,Q33516,poz-ocw,Western Oceanic,poz-oce,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]",,[],missing,,,{}
mey,Hassaniya Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Hassaniya_Arabic_language,Q56231,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]",,[],missing,,,{}
mfa,Pattani Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Pattani_Malay_language,Q1199751,poz-mly,Malayic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""poz-mly-pro""]","[""Latn"",""ms-Arab"",""Thai""]",,[],missing,,,{}
mfe,Mauritian Creole,wiktionary,https://en.wiktionary.org/wiki/Category:Mauritian_Creole_language,Q33661,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""fro"",""frm"",""fr""]","[""Latn""]",,[],missing,,,{}
mfy,Mayo,wiktionary,https://en.wiktionary.org/wiki/Category:Mayo_language,Q56729,azc-trc,Taracahitic,azc,"[""azc-pro""]","[""Latn""]",,[],missing,,,{}
mfz,Mabaan,wiktionary,https://en.wiktionary.org/wiki/Category:Mabaan_language,Q20526385,sdv,Eastern Sudanic,ssa,"[""ssa-pro""]","[""Latn""]",,[],missing,,,{}
mg,Malagasy,wiktionary,https://en.wiktionary.org/wiki/Category:Malagasy_language,Q7930,poz-bre,East Barito,poz,"[""map-pro"",""poz-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
mga,Middle Irish,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Irish_language,Q36116,cel-gae,Goidelic,cel-ins,"[""ine-pro"",""cel-pro"",""pgl"",""sga""]","[""Latn""]",,[],missing,,,{}
mge,Mango,wiktionary,https://en.wiktionary.org/wiki/Category:Mango_language,Q713659,csu-sar,Sara,csu-bba,"[""ssa-pro"",""csu-pro"",""csu-bba-pro"",""csu-sar-pro""]","[""Latn""]",,[],missing,,,{}
mh,Marshallese,wiktionary,https://en.wiktionary.org/wiki/Category:Marshallese_language,Q36280,poz-mic,Micronesian,poz-occ,"[""map-pro"",""poz-pro"",""poz-mic-pro""]","[""Latn""]",,[],missing,,,{}
mhi,Ma'di,wiktionary,https://en.wiktionary.org/wiki/Category:Ma%27di_language,Q56670,csu-mma,Moru-Madi,csu-ecs,"[""ssa-pro"",""csu-pro""]","[""Latn""]",,[],missing,,,{}
mhn,Mòcheno,wiktionary,https://en.wiktionary.org/wiki/Category:M%C3%B2cheno_language,Q268130,gmw-hgm,High German,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""goh"",""gmh"",""bar""]","[""Latn""]",,[],missing,,,{}
mhr,Eastern Mari,wiktionary,https://en.wiktionary.org/wiki/Category:Eastern_Mari_language,Q3906614,chm,Mari,urj,"[""urj-pro"",""chm-pro""]","[""Cyrl""]",,[],missing,,,{}
mi,Māori,wiktionary,https://en.wiktionary.org/wiki/Category:M%C4%81ori_language,Q36451,poz-pep,Eastern Polynesian,poz-pnp,"[""map-pro"",""poz-pro"",""poz-pol-pro"",""poz-pnp-pro"",""poz-pep-pro""]","[""Latn""]",,[],missing,,,{}
mic,Mi'kmaq,wiktionary,https://en.wiktionary.org/wiki/Category:Mi%27kmaq_language,Q13321,alg-eas,Eastern Algonquian,alg,"[""aql-pro"",""alg-pro""]","[""Latn""]",,[],missing,,,{}
mid,Mandaic,wiktionary,https://en.wiktionary.org/wiki/Category:Mandaic_language,Q6991742,sem-ase,Southeastern Aramaic,sem-are,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""arc"",""myz""]","[""Mand""]",,[],missing,,,{}
mig,San Miguel el Grande Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:San_Miguel_el_Grande_Mixtec_language,Q12953719,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
mih,Chayuco Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:Chayuco_Mixtec_language,Q13583510,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
min,Minangkabau,wiktionary,https://en.wiktionary.org/wiki/Category:Minangkabau_language,Q13324,poz-mly,Malayic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""poz-mly-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
mir,Isthmus Mixe,wiktionary,https://en.wiktionary.org/wiki/Category:Isthmus_Mixe_language,Q6088873,nai-miz,Mixe-Zoquean,,"[""nai-miz-pro""]","[""Latn""]",,[],missing,,,{}
mis-xbi,Xianbei,wiktionary,https://en.wiktionary.org/wiki/Category:Xianbei_language,,,,,[],[],,[],missing,,,{}
mis-xnu,Xiongnu,wiktionary,https://en.wiktionary.org/wiki/Category:Xiongnu_language,,,,,[],[],,[],missing,,,{}
miy,Ayutla Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:Ayutla_Mixtec_language,Q13583508,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
mjb,Makalero,wiktionary,https://en.wiktionary.org/wiki/Category:Makalero_language,Q35729,paa-alp,Alor-Pantar,paa-tap,[],"[""Latn""]",,[],missing,,,{}
mjc,San Juan Colorado Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:San_Juan_Colorado_Mixtec_language,Q12953718,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
mjr,Malavedan,wiktionary,https://en.wiktionary.org/wiki/Category:Malavedan_language,Q12952775,dra-mal,Malayalamoid,dra-tml,"[""dra-pro"",""dra-sdo-pro""]","[""Mlym""]",,[],missing,,,{}
mjv,Mannan,wiktionary,https://en.wiktionary.org/wiki/Category:Mannan_language,Q3286037,dra-tam,Tamiloid,dra-tml,"[""dra-pro"",""dra-sdo-pro"",""oty""]","[""Mlym"",""Taml""]",,[],missing,,,{}
mjw,Karbi,wiktionary,https://en.wiktionary.org/wiki/Category:Karbi_language,Q56591,tbq-kuk,Kuki-Chin,sit,"[""sit-pro"",""tbq-kuk-pro""]","[""Latn""]",,[],missing,,,{}
mjy,Mahican,wiktionary,https://en.wiktionary.org/wiki/Category:Mahican_language,Q3182562,alg-eas,Eastern Algonquian,alg,"[""aql-pro"",""alg-pro""]","[""Latn""]",,[],missing,,,{}
mk,Macedonian,wiktionary,https://en.wiktionary.org/wiki/Category:Macedonian_language,Q9296,zls,South Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro"",""cu""]","[""Cyrl"",""Polyt""]",,[],missing,,,{}
mkh-asl-pro,Proto-Aslian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Aslian_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-ban-pro,Proto-Bahnaric,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Bahnaric_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-khm-pro,Proto-Khmuic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Khmuic_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-kmr-pro,Proto-Khmeric,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Khmeric_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-mmn,Middle Mon,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Mon_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-mnc-pro,Proto-Monic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Monic_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-mvi,Middle Vietnamese,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Vietnamese_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkh-pro,Proto-Mon-Khmer,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mon-Khmer_language,,,,,"[""aav-pro""]",[],,[],missing,,,{}
mkh-vie-pro,Proto-Vietic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Vietic_language,,,,,"[""aav-pro"",""mkh-pro""]",[],,[],missing,,,{}
mkj,Mokilese,wiktionary,https://en.wiktionary.org/wiki/Category:Mokilese_language,Q2335528,poz-mic,Micronesian,poz-occ,"[""map-pro"",""poz-pro"",""poz-mic-pro""]","[""Latn""]",,[],missing,,,{}
mkn,Kupang Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Kupang_Malay_language,Q18458203,crp,creole or pidgin,qfa-cnt,[],"[""Latn""]",,[],missing,,,{}
ml,Malayalam,wiktionary,https://en.wiktionary.org/wiki/Category:Malayalam_language,Q36236,dra-mal,Malayalamoid,dra-tml,"[""dra-pro"",""dra-sdo-pro""]","[""Mlym""]",,[],missing,,,{}
mn,Mongolian,wiktionary,https://en.wiktionary.org/wiki/Category:Mongolian_language,Q9246,xgn-cen,Central Mongolic,xgn,"[""xgn-pro"",""xng-ear"",""xng-lat"",""cmg""]","[""Cyrl"",""Mong"",""Latn"",""Brai""]",,[],missing,,,{}
mnc,Manchu,wiktionary,https://en.wiktionary.org/wiki/Category:Manchu_language,Q33638,tuw-jrc,Jurchenic,tuw,"[""tuw-pro"",""juc""]","[""mnc-Mong"",""Latn""]",,[],missing,,,{}
mni,Manipuri,wiktionary,https://en.wiktionary.org/wiki/Category:Manipuri_language,Q33868,sit,Sino-Tibetan,,"[""sit-pro"",""omp""]","[""Mtei"",""Beng""]",,[],missing,,,{}
mnj,Munji,wiktionary,https://en.wiktionary.org/wiki/Category:Munji_language,Q33639,ira-mny,Munji-Yidgha,ira-sym,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-sym-pro"",""ira-mny-pro""]","[""Arab""]",,[],missing,,,{}
mns-nor,Northern Mansi,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Mansi_language,,,,,"[""urj-pro"",""urj-ugr-pro"",""mns-pro""]",[],,[],missing,,,{}
mns-pro,Proto-Mansi,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mansi_language,,,,,"[""urj-pro"",""urj-ugr-pro""]",[],,[],missing,,,{}
mnw,Mon,wiktionary,https://en.wiktionary.org/wiki/Category:Mon_language,Q13349,mkh-mnc,Monic,mkh,"[""aav-pro"",""mkh-pro"",""mkh-mmn""]","[""Mymr""]",,[],missing,,,{}
mog,Mongondow,wiktionary,https://en.wiktionary.org/wiki/Category:Mongondow_language,Q3058458,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
moh,Mohawk,wiktionary,https://en.wiktionary.org/wiki/Category:Mohawk_language,Q13339,iro-nor,North Iroquoian,iro,"[""iro-pro"",""iro-nor-pro"",""iro-omo""]","[""Latn""]",,[],missing,,,{}
mos,Moore,wiktionary,https://en.wiktionary.org/wiki/Category:Moore_language,Q36096,nic-mre,Moré,nic-wov,"[""nic-pro"",""nic-gur-pro"",""nic-ovo-pro""]","[""Latn""]",,[],missing,,,{}
mpm,Yosondúa Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:Yosond%C3%BAa_Mixtec_language,Q12953741,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
mql,Mbelime,wiktionary,https://en.wiktionary.org/wiki/Category:Mbelime_language,Q4286473,nic-eov,Eastern Oti-Volta,nic-ovo,"[""nic-pro"",""nic-gur-pro"",""nic-ovo-pro"",""nic-eov-pro""]","[""Latn""]",,[],missing,,,{}
mqs,West Makian,wiktionary,https://en.wiktionary.org/wiki/Category:West_Makian_language,Q3033575,paa-nha,North Halmahera,,"[""paa-nha-pro""]","[""Latn""]",,[],missing,,,{}
mr,Marathi,wiktionary,https://en.wiktionary.org/wiki/Category:Marathi_language,Q1571,inc-sou,Southern Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ama"",""omr""]","[""Deva"",""Modi""]",,[],missing,,,{}
mrj,Western Mari,wiktionary,https://en.wiktionary.org/wiki/Category:Western_Mari_language,Q1776032,chm,Mari,urj,"[""urj-pro"",""chm-pro""]","[""Cyrl""]",,[],missing,,,{}
mrw,Maranao,wiktionary,https://en.wiktionary.org/wiki/Category:Maranao_language,Q33800,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
ms,Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Malay_language,Q9237,poz-mly,Malayic,poz-mcm,"[""ms-old"",""ms-cla""]","[""Latn"",""ms-Arab""]",,[],missing,,,{}
ms-cla,Classical Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Classical_Malay_by_language,,,,,"[""ms-old""]",[],,[],missing,,,{}
ms-old,Old Malay,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_Malay_by_language,,,,,[],[],,[],missing,,,{}
msb,Masbatenyo,wiktionary,https://en.wiktionary.org/wiki/Category:Masbatenyo_language,Q33948,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
msy,Aruamu,wiktionary,https://en.wiktionary.org/wiki/Category:Aruamu_language,Q3501809,paa-rub,Ruboni,paa-lra,[],"[""Latn""]",,[],missing,,,{}
mt,Maltese,wiktionary,https://en.wiktionary.org/wiki/Category:Maltese_language,Q9166,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar"",""sqr""]","[""Latn""]",,[],missing,,,{}
mtq,Muong,wiktionary,https://en.wiktionary.org/wiki/Category:Muong_language,Q3236789,mkh-vie,Vietic,mkh,"[""aav-pro"",""mkh-pro"",""mkh-vie-pro""]","[""Latn""]",,[],missing,,,{}
mtr,Mewari,wiktionary,https://en.wiktionary.org/wiki/Category:Mewari_language,Q2992857,raj,Rajasthani,inc-wes,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ogu""]","[""Deva""]",,[],missing,,,{}
mue,Media Lengua,wiktionary,https://en.wiktionary.org/wiki/Category:Media_Lengua_language,Q36066,qfa-mix,mixed,qfa-cnt,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp"",""es-ear"",""es"",""qwe-pro"",""qu""]","[""Latn""]",,[],missing,,,{}
mui,Musi,wiktionary,https://en.wiktionary.org/wiki/Category:Musi_language,Q615660,poz-mly,Malayic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""poz-mly-pro""]","[""Latn""]",,[],missing,,,{}
mul,Translingual,wiktionary,https://en.wiktionary.org/wiki/Category:Translingual_language,Q7834564,qfa-not,not a family,qfa-not,[],"[""All""]",,[],missing,,,{}
mul-tax,taxonomic name,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_taxonomic_name_by_language,Q522190,,,,[],[],,[],missing,,,{}
mun-pro,Proto-Munda,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Munda_language,,,,,"[""aav-pro""]",[],,[],missing,,,{}
mup,Malvi,wiktionary,https://en.wiktionary.org/wiki/Category:Malvi_language,Q33413,raj,Rajasthani,inc-wes,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ogu""]","[""Deva""]",,[],missing,,,{}
muy,Muyang,wiktionary,https://en.wiktionary.org/wiki/Category:Muyang_language,Q3502301,cdc-cbm,Central Chadic,cdc,"[""afa-pro"",""cdc-pro"",""cdc-cbm-pro""]","[""Latn""]",,[],missing,,,{}
mvi,Miyako,wiktionary,https://en.wiktionary.org/wiki/Category:Miyako_language,Q36218,jpx-sry,Southern Ryukyuan,jpx-ryu,"[""jpx-pro"",""jpx-ryu-pro""]","[""Jpan""]",,[],missing,,,{}
mwl,Mirandese,wiktionary,https://en.wiktionary.org/wiki/Category:Mirandese_language,Q13330,roa-asl,Asturleonese,roa-ibe,"[""la-vul"",""roa-pro"",""roa-ole""]","[""Latn""]",,[],missing,,,{}
mwr,Marwari,wiktionary,https://en.wiktionary.org/wiki/Category:Marwari_language,Q56312,raj,Rajasthani,inc-wes,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ogu""]","[""Deva"",""Mahj""]",,[],missing,,,{}
mww,White Hmong,wiktionary,https://en.wiktionary.org/wiki/Category:White_Hmong_language,Q3138829,hmn,Hmongic,hmx,"[""hmx-pro"",""hmn-pro""]","[""Latn"",""Hmng"",""Hmnp""]",,[],missing,,,{}
mxb,Tezoatlán Mixtec,wiktionary,https://en.wiktionary.org/wiki/Category:Tezoatl%C3%A1n_Mixtec_language,Q3317286,omq-mxt,Mixtec,omq-mix,"[""omq-pro"",""omq-mix-pro"",""omq-mxt-pro""]","[""Latn""]",,[],missing,,,{}
mxi,Mozarabic,wiktionary,https://en.wiktionary.org/wiki/Category:Mozarabic_language,Q317044,roa-ibe,Ibero-Romance,roa-wes,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]","[""Arab"",""Hebr"",""Latn""]",,[],missing,,,{}
my,Burmese,wiktionary,https://en.wiktionary.org/wiki/Category:Burmese_language,Q9228,tbq-brm,Burmish,tbq-lob,"[""sit-pro"",""tbq-pro"",""tbq-lob-pro"",""tbq-brm-pro"",""obr""]","[""Mymr""]",,[],missing,,,{}
myh,Makah,wiktionary,https://en.wiktionary.org/wiki/Category:Makah_language,Q3280640,wak,Wakashan,,[],"[""Latn""]",,[],missing,,,{}
myn-pro,Proto-Mayan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mayan_language,,,,,[],[],,[],missing,,,{}
myv,Erzya,wiktionary,https://en.wiktionary.org/wiki/Category:Erzya_language,Q29952,urj-mdv,Mordvinic,urj,"[""urj-pro"",""urj-mdv-pro""]","[""Cyrl""]",,[],missing,,,{}
myz,Classical Mandaic,wiktionary,https://en.wiktionary.org/wiki/Category:Classical_Mandaic_language,Q25559314,sem-ase,Southeastern Aramaic,sem-are,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""arc""]","[""Mand""]",,[],missing,,,{}
mzn,Mazanderani,wiktionary,https://en.wiktionary.org/wiki/Category:Mazanderani_language,Q13356,ira-msh,Mazanderani-Shahmirzadi,ira-csp,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-mpr-pro""]","[""mzn-Arab""]",,[],missing,,,{}
mzs,Macanese,wiktionary,https://en.wiktionary.org/wiki/Category:Macanese_language,Q35785,crp,creole or pidgin,qfa-cnt,"[""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",,[],missing,,,{}
nag,Naga Pidgin,wiktionary,https://en.wiktionary.org/wiki/Category:Naga_Pidgin_language,Q3503454,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-mas"",""as""]","[""Latn""]",,[],missing,,,{}
nah,Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Nahuatl_language,Q13300,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nai-ckn-pro,Proto-Chinookan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chinookan_language,,,,,[],[],,[],missing,,,{}
nai-miz-pro,Proto-Mixe-Zoque,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mixe-Zoque_language,,,,,[],[],,[],missing,,,{}
nai-mus-pro,Proto-Muskogean,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Muskogean_language,,,,,[],[],,[],missing,,,{}
nai-sca-pro,Proto-Siouan-Catawban,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Siouan-Catawban_language,,,,,[],[],,[],missing,,,{}
nai-utn-pro,Proto-Utian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Utian_language,,,,,[],[],,[],missing,,,{}
nan,Min Nan,wiktionary,https://en.wiktionary.org/wiki/Category:Min_Nan_language,Q36495,zhx-com,Coastal Min,zhx-min,"[""zhx-min-pro""]","[""Hants"",""Latn"",""Bopo"",""Kana""]",,[],missing,,,{}
nan-hbl,Hokkien,wiktionary,https://en.wiktionary.org/wiki/Category:Hokkien_language,,,,,[],[],,[],missing,,,{}
nan-tws,Teochew,wiktionary,https://en.wiktionary.org/wiki/Category:Teochew_language,,,,,[],[],,[],missing,,,{}
nap,Neapolitan,wiktionary,https://en.wiktionary.org/wiki/Category:Neapolitan_language,Q33845,roa-itr,Italo-Romance,roa-itd,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""nap-old""]",[],,[],missing,,,{}
nap-old,Old Neapolitan,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Old_Neapolitan_by_language,,,,,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]",[],,[],missing,,,{}
naq,Khoekhoe,wiktionary,https://en.wiktionary.org/wiki/Category:Khoekhoe_language,Q13301,khi-khk,Khoekhoe,khi-kho,"[""khi-kho-pro""]","[""Latn""]",,[],missing,,,{}
nb,Norwegian Bokmål,wiktionary,https://en.wiktionary.org/wiki/Category:Norwegian_Bokm%C3%A5l_language,Q25167,gmq,North Germanic,gem,"[""ine-pro"",""gem-pro"",""gmq-pro"",""gmq-mno"",""gmq-oda"",""da""]","[""Latn""]",,[],missing,,,{}
nch,Central Huasteca Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Huasteca_Nahuatl_language,Q2194290,azc-hua,Huasteca Nahuatl,azc-nah,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nci,Classical Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Classical_Nahuatl_language,Q559242,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
ncj,Northern Puebla Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Puebla_Nahuatl_language,Q15705671,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nd,Northern Ndebele,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Ndebele_language,Q35613,bnt-ngu,Nguni,bnt-bso,"[""bnt-pro"",""bnt-ngu-pro""]","[""Latn""]",,[],missing,,,{}
nds,Low German,wiktionary,https://en.wiktionary.org/wiki/Category:Low_German_language,Q25433,gmw-lgm,Low German,gmw-nsg,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""osx"",""gml""]","[""Latn""]",,[],missing,,,{}
nds-de,German Low German,wiktionary-etymology,,Q25433,,,,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""osx""]",[],,[],missing,,,{}
ne,Nepali,wiktionary,https://en.wiktionary.org/wiki/Category:Nepali_language,Q33823,inc-pah,Pahari,inc-nor,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-aka""]","[""Deva"",""Newa""]",,[],missing,,,{}
new,Newar,wiktionary,https://en.wiktionary.org/wiki/Category:Newar_language,Q33979,sit-new,Newaric,sit,"[""sit-pro"",""nwc"",""nwx""]","[""Deva"",""Newa"",""Ranj""]",,[],missing,,,{}
nfr,Nafaanra,wiktionary,https://en.wiktionary.org/wiki/Category:Nafaanra_language,Q13297,alv-snf,Senufo,alv,"[""nic-pro"",""alv-pro""]","[""Latn""]",,[],missing,,,{}
ngb,Northern Ngbandi,wiktionary,https://en.wiktionary.org/wiki/Category:Northern_Ngbandi_language,Q17522631,nic-ngd,Ngbandi,nic-ubg,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""nic-ubg-pro""]","[""Latn""]",,[],missing,,,{}
ngf-pro,Proto-Trans-New Guinea,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Trans-New_Guinea_language,,,,,[],[],,[],missing,,,{}
ngh,Nǀuu,wiktionary,https://en.wiktionary.org/wiki/Category:N%C7%80uu_language,Q2618974,khi-tuu,Tuu,,[],"[""Latn""]",,[],missing,,,{}
nhe,Eastern Huasteca Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Eastern_Huasteca_Nahuatl_language,Q4358289,azc-hua,Huasteca Nahuatl,azc-nah,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nhg,Tetelcingo Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Tetelcingo_Nahuatl_language,Q3450252,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nhi,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Zacatl%C3%A1n-Ahuacatl%C3%A1n-Tepetzintla_Nahuatl_language,Q12953764,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nhm,Morelos Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Morelos_Nahuatl_language,Q4800819,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
nhn,Central Nahuatl,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Nahuatl_language,Q6047309,azc-nah,Nahuan,azc,"[""azc-pro"",""azc-nah-pro""]","[""Latn""]",,[],missing,,,{}
